ID	HC_1	HC_10	HC_11	HC_12	HC_13	HC_2	HC_3	HC_4	HC_5	HC_6	HC_7	HC_8	HC_9	PTB_1	PTB_10	PTB_11	PTB_12	PTB_13	PTB_2	PTB_3	PTB_4	PTB_5	PTB_6	PTB_7	PTB_8	PTB_9	PTB_DM_1	PTB_DM_10	PTB_DM_11	PTB_DM_12	PTB_DM_13	PTB_DM_2	PTB_DM_3	PTB_DM_4	PTB_DM_5	PTB_DM_6	PTB_DM_7	PTB_DM_8	PTB_DM_9
PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/16:1(9Z))	3926.328007	3807.51171	1827.63627	1702.13389	3151.019571	5791.4032	3532.923158	4467.6	3773.521739	2184.091413	1800.994625	934.6235294	1272.450283	2705.277462	2322.328474	2065.698833	608.722	2137.190125	5667.456741	3440.259753	4375.36	4230.371786	5765.631222	944.8193571	674.7428571	1442.4264	10776.78387	1699.20397	2079.145714	2542.04	2898.831056	10399.51761	7221.0805	7065.746882	3625.05913	1906.765	2178.58745	2001.536706	3479.26992
Plasmenyl-PC 36:6; PC(P-14:0/22:6)	11737.2682	8472.715543	10411.01005	15559.44568	8857.507719	13193.28	19809.5976	17372.33104	11896.15	11701.44203	9535.986706	10314.08751	11516.5318	17675.48003	7318.153235	8821.114385	14474.56757	13174.35457	14022.62512	11836.979	17703.64225	12045.60075	14460.7995	4535.897403	3718.335449	5162.242033	15246.93195	14599.47191	4438.359	8820.221356	11174.91213	7590.188333	16563.8048	14171.755	14053.19855	1786.935429	6949.938732	5387.691269	4207.460185
PE(18:2(9Z,12Z)/20:4(8Z,11Z,14Z,17Z))	4907.536764	3195.928381	5166.802512	5066.259545	3795.59175	4415.965217	4930.548652	6716.985381	4161.23968	4615.900333	4141.253333	4265.690435	3891.89692	3789.248056	1752.358167	2901.16	4179.555545	3791.226	3520.428857	4662.151	3406.344174	4284.234429	5132.094	519.5393677	336.7779932	804.8888736	5578.368524	5150.292	3677.321	2914.535045	3406.557524	3576.898364	5689.207636	4208.82432	5405.017581	601.3626607	824.4823861	560.8562801	544.5093583
Plasmenyl-PC 36:5; PC(P-14:0/22:5)	2132.625	8233.803692	5402.124138	8185.810922	13554.45549	19917.57803	61587.17385	14547.56755	10528.05964	10238.20017	8210.08	8280.675	8208.835714	12529.68889	8945.483406	4690.494947	13397.87556	6741.588374	15619.82156	12171.08375	15378.03952	6691.581066	3797.433	12734.54865	6566.561571	13234.81405	12127.48217	12270.98371	8189.269263	9875.712287	12168.10095	14156.74911	16863.54462	20052.06509	9101.672727	25657.83066	11173.82235	7635.2564	6860.468632
PC(20:5(5Z,8Z,11Z,14Z,17Z)/15:0)	2246.280667	6295.0986	2204.450768	2960.089325	5081.531	11323.41424	4763.514768	13105.07475	1818.028333	7399.415524	5370.601333	2714.5085	2343.446334	4705.262483	4730.621	1793.764682	3668.216458	2700.530273	16056.68267	6871.170133	12938.98958	8216.234	2972.998836	3110.647531	1170.859375	3244.657515	14146.31926	3052.467398	2531.564847	7948.146	6083.113231	10420.5905	5379.224	12201.59423	2535.260733	4327.129565	7782.968722	5940.12504	15638.67186
Plasmenyl-PC 36:4; PC(P-14:0/22:4)	3839.900444	9379.192756	3993	6293.785	7681.44087	7577.887999	19966.68897	9316.069565	5621.607727	15777.35044	10301.6328	12907.14643	14425.98585	11358.08593	10634.76994	6881.716211	17745.90172	5953.897091	12524.5822	3779.858333	10745.46555	12280.7108	5954.787059	4376.991852	5006.940923	12420.19471	14968.38966	7450.309385	6522.924833	10892.46931	13071.26538	17054.99692	7315.758526	18106.85339	7912.72575	5022.109479	14603.567	8546.057	19498.64172
Plasmenyl-PC 36:4; PC(P-14:0/22:4)	9916.658167	11402.4601	9315.229605	11577.72342	18327.58286	23734.66926	24843.01105	18947.28837	16855.044	18983.25481	14783.508	12144.953	31238.41015	67913.26549	16015.43475	17267.03905	21477.92404	13910.7312	13655.01611	11562.4347	10742.9749	14708.48458	11981.86959	20852.93196	17641.707	28450.287	18474.42551	21702.01263	22540.27344	22330.937	19694.6655	17755.20705	13679.35042	11167.78778	9425.26395	22802.0604	25669.9888	17311.32375	18193.344
PC(20:4(8Z,11Z,14Z,17Z)/15:0)	26487.05691	29231.53567	9288.09703	15157.04652	23189.77115	38404.00489	32048.22058	19001.03333	21446.67274	7690.995529	17032.83389	10172.03	4500.657944	9248.668579	11844.85177	15014.03185	19991.93494	9463.181054	23306.16409	20859.41035	33744.93618	13041.66158	1410.915583	4623.981125	9564.618133	13802.49527	27920.87062	22125.0463	5174.765893	16408.60714	16727.61224	33984.00145	4001.219444	20465.07387	2507.125	19302.9559	10136.26426	10040.50762	12508.498
Plasmenyl-PC 36:3; PC(P-14:0/22:3)	3251.039684	8310.322087	6295.215	3887.233947	11456.54497	16596.26545	12156.56335	8779.6245	5085.953	12305.42086	10459.79667	2811.473435	10667.67485	7972.479103	7170.63192	11073.49875	5528.697263	7829.686056	20341.47875	6708.483214	7232.429167	9109.640222	13026.76764	11332.405	10663.05182	14246.15554	13191.45807	5498.079231	7669.481444	6606.338481	15457.53774	12156.89618	8881.656	10676.11643	6316.009588	13063.15083	8808.840942	9504.760946	7311.622571
Plasmenyl-PC 36:3; PC(P-14:0/22:3)	14876.21691	13501.67322	11316.60588	17425.06344	18366.50065	12857.72767	46627.54933	41864.60544	13870.545	13199.17783	15389.27883	36859.951	13518.94035	17261.08577	9112.09802	11868.07605	13262.46779	9230.957242	41078.75672	11815.44862	34935.92129	8390.34408	18838.30725	11645.80688	17346.70438	18504.84081	12897.1353	37882.96248	11807.16	9326.718638	15789.91543	17681.72642	19873.495	12829.33364	25885.32765	12588.29833	23596.97067	14210.64614	18142.29263
TG 45:9; TG(15:3/15:3/15:3)	10766.61915	3808.062222	9055.884725	12241.89509	13385.71161	13873.16904	18057.27707	20275.73018	12359.09727	13875.76639	12846.59422	9629.60527	3195.86652	16139.51289	8946.391774	7747.868	13908.61367	8249.32242	11455.69811	13588.4255	14612.16469	11619.48309	8253.480258	9125.505012	10055.90144	12341.96996	14324.4114	13049.39867	10739.49156	10270.67323	16147.61337	4485.016	13256.6748	12971.74707	13629.54183	9419.321284	20768.20154	10746.30265	13289.57343
PC(18:3(6Z,9Z,12Z)/18:4(6Z,9Z,12Z,15Z))	2956.803787	5429.517191	2194.472434	1959.819843	8340.206897	5273.145	3157.640839	2300.491058	3033.931667	5791.203	2390.2788	5319.8508	3156.406391	2995.212414	5342.279565	2526.086201	3140.340374	3593.984534	2889.174824	4801.97275	2673.059804	3990.185455	4442.012552	2915.137495	4237.104254	4014.494286	3217.948364	3855.350545	2565.408867	7646.172	10065.41772	18014.1435	3149.1805	12101.5024	3275.073816	7184.261583	16958.78285	3919.37	2326.288236
L-Thyroxine	3968.794944	4374.40875	3509.668	3877.818933	4274.554	4116.377067	3966.237333	4842.773333	5704.682769	4673.41025	5048.54925	3850.756357	4804.624308	6253.833333	3790.682647	3908.977846	4445.442955	3632.713286	5116.599545	5472.282625	4047.402667	5244.716421	5849.636538	4997.844563	5178.2325	4167.787385	3964.213067	5104.282615	4565.342	3229.461846	1528.83975	5022.986667	5891.172	5590.3056	5893.393	4096.669304	4614.72	2871.211733	3675.433533
PC(20:4(8Z,11Z,14Z,17Z)/16:1(9Z))	229698.8983	411439.8	367306.2744	253224.8583	452388.6007	294635.7244	501507.3525	313654.1443	345996.1	657285.8255	543263.4188	350853.0692	689739.7646	581755.0903	435370.8496	195230.6974	594149.007	621387.7818	779233.1453	156470.3955	563116.8348	481590.159	63268.21958	69814.9975	72428.79763	645327.1668	403207.1885	342935.6645	352634.9936	476811.852	609711.1055	390661.5686	400323.9576	282542.1373	229015.9277	72958.34543	599875.7014	587443.7098	484594.2389
PC(20:4(8Z,11Z,14Z,17Z)/16:1(9Z))	225344.7222	231389.2911	673011.0958	247541.6759	324323.7612	264803.3985	1621952.64	142078.7112	581740.9926	574718.697	287514.1029	123855.1698	5538725.304	1971543.307	240988.8067	258300.7801	4006464.752	519599.0395	909058.9947	328243.78	294726.0569	177114.9196	242733.168	266644.6181	236254.8254	214093.7507	1214431.012	810514.911	287408.1713	567079.2144	456416.0137	191067.115	260181.4392	292949.3522	118903.1623	378449.6236	663930.1648	638179.4189	244049.1997
PC(20:4(8Z,11Z,14Z,17Z)/16:1(9Z))	104242.9598	353305.5762	256863.5967	93672.00468	563881.671	266497.6834	2626645.349	1209571.032	247364.2115	1522172.404	386072.6175	313852.2798	719013.4188	819858.4545	1889409.785	117034.3923	548295.424	2131565.855	645713.2567	119970.708	501317.3432	743123.1345	90361.92737	82186.52782	76620.51257	678208.868	551818.806	348299.8995	212350.1994	1700908	623714.6709	482045.7467	400608.075	303003.7601	126801.6221	154311.2069	539672.319	609078.8339	476002.9588
PC(20:4(8Z,11Z,14Z,17Z)/16:1(9Z))	276182.9194	279634.653	224939.1425	709329.8214	362646.0406	420598.82	384709.3743	225746.298	350571.4627	1112091.829	425060.8788	303617.5643	201699.8448	581869.015	360961.0511	918553.7237	220643.7924	344667.9136	323274.5356	406842.1106	427302.3373	1275355.27	399535.227	341625.1575	950454.355	889185.666	442216.6982	445730.46	409264.6729	608251.3137	445298.7784	1506151.885	332474.7069	1028885.593	103591.4836	486673.138	557040.8865	334125.2262	350158.7324
PC(20:4(8Z,11Z,14Z,17Z)/16:1(9Z))	63861.1875	271309.3054	62721.50656	56013.94136	80335.37377	130228.0924	122283.0185	38244.72585	360518.646	287725.6172	97874.50428	25645.84846	70235.10391	79155.7207	333606.5628	85718.92217	110189.8027	102241.1987	101083.395	99758.72042	93558.38523	58822.19325	91930.09	107481.99	336477.4449	123431.057	161143.8086	237622.5489	74344.50864	104801.5413	104206.3027	76987.02668	78901.82877	105604.1033	40653.00431	112191.2771	117266.4854	101716.4587	76866.85536
PC(20:4(8Z,11Z,14Z,17Z)/16:1(9Z))	58998.97777	146143.8891	116671.2471	65877.462	404136.6334	286356.7948	204456.4451	100865.7454	106905.1169	231236.3775	167093.1917	259813.7394	234286.3867	512038.092	166372.4046	62312.67405	592527.7267	250795.5338	184805.5945	59694.50732	169663.9038	158159.2118	32060.55922	29433.29319	30070.67442	163468.5204	177229.7331	103992.7641	93379.39939	179453.6942	187789.7267	143269.8367	140087.0819	216347.2608	101904.8546	31525.63369	510718.5528	165161.088	114968.742
PC(20:4(8Z,11Z,14Z,17Z)/16:1(9Z))	130688.1714	650416.4498	182275.4308	113805.1868	1055301.526	268757.9633	1398281.98	372349.239	202902.433	943316.2811	932142.9737	291510.9963	1375285.842	1340814.803	640540.7557	117665.1424	1247106.036	1138375.272	378090.5727	130378.4632	1059692.086	706019.5333	159904.9063	72392.93344	145551.204	555452.0331	832737.9391	171228.8182	137100.7917	875251.5107	1352352.367	430880.4396	410190.012	1108447.548	67154.06164	193028.6943	1178789.889	1019361.877	520077.2405
PC(20:4(8Z,11Z,14Z,17Z)/16:1(9Z))	293499.762	522564.9345	244463.2909	275044.6506	721578.9567	245628.5826	395415.8203	127662.4144	326765.1985	394326.153	810891.2625	93331.17536	263886.1869	248047.6169	389719.2561	229537.8727	254043.3389	533353.0497	427454.808	694898.9054	343290.8781	254311.1688	362979.9882	394019.1886	436980.0288	263418.085	476887.69	379531.4647	380306.9754	561292.2159	178551.0046	196996.2304	280315.413	130911.3898	92587.60387	669495.5664	234626.5035	397670.0766	610808.2126
PC(18:2(9Z,12Z)/18:2(9Z,12Z))	73305.86592	117445.9085	80618.16938	82867.37769	109179.8283	166952.0311	82441.82368	380955.6824	92887.9975	141332.1536	134807.145	153611.7705	110815.8421	111667.6167	92905.04462	83028.30208	109004.8064	98668.44552	210492.6111	105413.6721	187317.2443	111520.1543	95966.28	132479.107	87527.14204	106591.0677	223616.9154	83693.24792	81581.31646	113400.656	137241.4945	868519.0546	131067.2355	773781.7484	130063.4636	90803.27974	183028.4978	118401.663	197724.3013
PC(18:2(9Z,12Z)/18:2(9Z,12Z))	105735.864	92645.40133	191151.8592	112359.2422	160096.2703	318838.722	122977.6094	315084.0273	150042.0754	215393.64	148717.9518	210526.4583	247040.5456	154976.4878	131838.3692	383660.4939	103950.3523	135151.8504	144915.3833	145157.4038	221234.8388	165939.8321	578256.6653	168066.939	147500.268	145343.1533	264056.3792	127180.7293	89972.64171	150432.9617	173120.9559	122670.3378	369322.0253	137051.4245	162527.9215	124964.1695	199207.8551	137793.7486	222680.6768
PC(18:2(9Z,12Z)/18:2(9Z,12Z))	34390.43682	20304.02347	17713.45831	17463.63484	22286.68765	16425.44053	291933.1302	17870.29589	11337.21787	27642.41179	76490.32743	23661.41831	251802.2899	347249.3389	440359.0341	20214.51413	63610.68813	129374.1972	13087.50934	13628.1056	46150.57909	25687.13145	9903.931304	11255.86463	14208.52073	16009.26296	22043.1137	19242.68111	18417.2956	16090.73044	29127.99532	16668.89116	17790.09449	20077.7855	8800.587143	16131.40978	23995.64975	21572.474	35841.08239
PC(18:2(9Z,12Z)/18:2(9Z,12Z))	49717.60528	52174.71316	54586.26835	61393.73607	62757.41935	166990.5896	64634.717	130500.9628	71377.72713	66615.1398	102221.4372	73921.98509	50770.826	51609.168	53844.79722	52208.76535	104153.2	62790.61728	92234.59299	74700.65645	82586.92733	81284.4	67796.34326	63789.75818	52784.01516	79264.00072	107809.9956	92511.55809	56213.24369	73743.30667	148730.9089	290279.8586	78353.70863	708159.4883	62273.9526	42547.17463	143092.9778	70055.32451	85333.88421
PC(18:2(9Z,12Z)/18:2(9Z,12Z))	63565.989	41088.048	58947.27034	105391.0929	65307.4279	89461.87403	866999.7635	147863.8109	72143.78078	1026027.528	61306.8038	148930.1504	749486.5611	491850.7671	245652.6112	67103.512	440736.2541	215452.0471	220407.1622	39804.31	831251.2578	76213.11575	38689.0092	44573.54745	53840.37762	29150.7975	354429.6569	104752.9741	110815.2783	244707.7495	149964.4752	77480.26576	89366.51756	155652.51	39837.15581	92650.06857	233464.8076	301214.228	150972.6618
PC(18:2(9Z,12Z)/18:2(9Z,12Z))	124402.3912	182141.6143	127111.4238	96680.22257	124829.1913	349836.4861	123161.6434	794009.3671	165851.122	1107885.155	666137.0105	335494.5399	125280.8471	502117.6038	204566.0505	103466.91	406225.2344	268709.9549	345966.5817	219425.3426	1431669.378	250939.4331	144956.2533	115749.5952	82996.44216	135459.966	377356.395	154585.4728	133123.0063	358188.0877	288073.3129	240948.7227	634354.1109	230659.9573	170361.4518	141345.8854	165726.8853	67631.18	1475373.84
PC(18:2(9Z,12Z)/18:2(9Z,12Z))	213914.554	457788.1581	627698.2194	214969.3663	649642.5702	633231.4413	1026555.453	819068.517	2189374.708	691871.3595	763464.0077	679178.9879	4442941.668	1035207.297	944223.5096	244118.1	2432467.461	686431.6774	775889.2065	201928.3959	3659699.29	605681.7742	94356.84633	280826.793	100732.1979	801406.2104	775610.8214	661441.0589	496259.3562	840668.862	662764.151	699833.5993	1031395.087	624318.2886	235102.1079	158030.3533	4572960.624	779249.5444	2331189.79
PC(18:2(9Z,12Z)/18:2(9Z,12Z))	1470431.432	549501.9155	359273.7124	360707.074	500317.866	469076.6838	417822.8268	816388.5254	626498.9289	514974.6297	1055508.561	1373586.407	524172.4298	440356.072	734544.4232	272550.1702	337897.4563	582099.9548	420072.0097	796560.9683	519194.5895	869123.2256	69854.40457	86434.2402	84287.5112	528064.3131	493450.8778	602286.202	433812.9163	603672.4892	532491.4755	583906.5899	585504.8952	1764291.875	324558.2432	288208.7106	429381.2612	507569.2738	593950.656
PC(18:2(9Z,12Z)/18:2(9Z,12Z))	66391.614	64168.5	55289.20137	36704.4805	54829.20625	89698.94985	321535.016	80474.05208	63610.758	108130.0684	84285.70684	82802.36019	349137.2182	263264.2944	171166.5195	65870.0284	246948.3147	77756.7	110228.3793	51766.61865	112957.7563	60792.2052	74048.70685	25316.298	51575.43636	105614.8059	189321.8015	72247.90058	88187.0046	133395.003	69107.79744	70647.39257	228626.6945	81095.8209	42125.78259	53255.92968	140338.991	110304.8191	66343.68676
PC(18:2(9Z,12Z)/18:2(9Z,12Z))	114575.4306	569204.389	320949.7561	192765.4689	650722.8739	605988.311	1062420.57	854672.7644	533282.7876	355152.224	351336.34	222647.5776	946105.9311	973980.7096	1066913.711	224174.2841	925569.5782	526112.5393	544174.403	93520.39314	807453.9042	427907.3209	93990.14262	110773.2332	29604.8456	840974.0394	825973.7957	461201.6159	386774.7317	580810.2441	743900.625	455680.8958	580514.9375	526705.337	99063.53893	214396.1085	718815.1828	448500.7134	709093.9392
PC(18:2(9Z,12Z)/18:2(9Z,12Z))	25318.68348	21605.82857	27640.95412	22098.71441	46284.4355	22349.4219	111004.6867	32380.32504	22538.68833	46853.54308	29154.96643	22278.22343	105266.9078	119402.218	36221.16787	49657.16865	122092.74	53786.061	24827.24316	22188.50962	55121.31882	40664.15786	18675.405	20837.1468	19206.81622	40904.89138	72547.24286	27920.49	57790.91505	41384.135	95963.26814	26007.13745	37197.3029	32102.77875	16525.9403	21620.56767	43368.30288	27578.4982	31926.46937
PC(18:2(9Z,12Z)/18:2(9Z,12Z))	366775.279	679577.9232	591726.4808	226627.7464	914569.2157	941580.787	959412.7769	699249.5921	864261.5695	872082.6156	750905.673	800864.7901	928476.5348	724810.6994	530558.3024	362296.1311	803671.0038	611602.9925	736844.8295	269686.2163	952645.8548	553326.1266	101016.3902	125676.6502	109006.87	693719.6548	738570.1788	769935.739	671561.8958	903801.3132	679308.7437	709042.4864	813612.8151	749470.0727	458568.0529	193067.4733	828912.9145	763738.0381	815802.0672
PC(18:2(9Z,12Z)/18:2(9Z,12Z))	61505.83278	196309.7353	103556.9712	101283.884	174521.4371	279898.8755	856395.513	359234.3815	193545.8658	553895.8301	262287.2963	181178.0064	670331.52	806983.6917	1378107.893	136439.417	2169598.783	350498.7688	687865.1473	67339.34912	565432.9062	325931.8136	60329.74748	203581.77	89049.33965	291359.6777	478818.8435	209383.7824	186360.26	732926.4718	263927.8888	223557.6195	177152.5669	124558.6482	46654.94965	170214.9611	546054.5461	459017.7874	290175.7147
PC(18:2(9Z,12Z)/18:2(9Z,12Z))	27859.75893	21433.07571	25585.06822	14304.87667	27462.08524	26020.11963	98427.27386	27484.88483	26221.35141	40762.6793	25797.87072	24215.982	85742.52947	100129.7238	33082.86447	22750.44921	59364.83912	39644.56787	23842.86172	21296.81842	32772.036	23771.532	19598.16373	12969.06916	19713.27343	30226.3605	32527.41889	25134.78254	48229.02333	27285.73357	51506.49407	24646.24378	40693.44888	30024.39196	19416.28667	23039.85625	43117.568	29341.62595	21076.73374
PC(18:2(9Z,12Z)/18:2(9Z,12Z))	24018.12276	13296.29612	18422.90845	12309.49953	15617.2265	9188.572417	62286.91454	19602.06046	3677.293333	28656.0863	18050.71834	20199.12977	55660.57674	65452.94661	20212.01906	14769.2313	118368.6228	29944.36323	16597.53345	13873.29134	21178.36046	26058.36827	12415.78441	16886.88828	13979.90006	17862.1516	27516.313	55277.16515	20014.12666	22300.46526	23349.63001	18814.41161	17457.01886	29344.09613	28091.10571	14068.40343	42915.91826	23013.00244	21970.518
PC(18:2(9Z,12Z)/18:2(9Z,12Z))	7634.737821	9508.328036	8464.707691	10737.07889	9346.03959	7001.2728	2324.3	7694.884507	6303.767261	1458.1035	5488.6249	5986.859429	19952.0895	21128.73301	9666.135529	6372.2827	27044.41667	14334.21061	6130.207443	5539.124986	7753.222062	11327.94473	8431.621111	5859.146745	6988.263932	3959.172	4903.793645	14030	6053.358667	6889.502118	4604.029143	7741.778965	9181.560596	10317.91833	4450.349429	11629.404	15106.05605	8994.4422	7157.573719
PC(16:0/20:3(5Z,8Z,11Z))	97507.27774	162190.3843	119079.4109	121409.462	305441.43	308142.057	245581.6581	146388.0533	147811.6983	1252762.554	182004.5903	131858.9098	190499.1377	304778.1699	260775.8363	151698.36	435449.4563	189359.9268	733396.2599	158437.01	255831.8412	172371.7941	196508.6654	244374.4043	172383.464	367280.4362	229002.7417	154093.7189	153148.478	311706.4417	223057.6181	196103.2539	185924.64	119130.4876	73873.88136	255153.1243	232848.807	266719.1025	237453.2088
PC(16:0/20:3(5Z,8Z,11Z))	603085.6767	220316.992	125848.8219	124094.2157	374291.5584	307799.8836	68540.08917	137676.7926	128686.396	161131.3606	162300.2122	90979.5	151384.0458	276512.233	162082.674	506016.0258	133509.662	177082.3973	492569.8485	160622.4232	168116.5506	137050.521	195023.3016	257001.6521	195672.5757	221591.4583	222377.3307	143046.2236	112043.8067	177515.9458	180447.8715	148759.0619	198368.3026	100007.2707	58713.96855	338263.1324	154641.3474	201137.954	146517.1968
PC(16:0/20:3(5Z,8Z,11Z))	28523.74784	51997.08714	30453.53625	29958.78	36835.24289	84264.6672	142571.7564	69512.27126	39080.6262	53586.66019	46353.38624	28773.3782	59896.88756	88826.57581	50730.68107	42135.06908	84941.62878	38420.96533	75807.37862	38255.47264	55633.01808	32916.1245	47498.03538	60941.71328	48793.00512	68142.52868	63127.1237	45498.6	33341.52138	81282.915	46479.98892	137539.4913	35004.82754	107355.8271	18087.8552	71815.6755	107211.963	67843.4052	47507.09071
PC(16:0/20:3(5Z,8Z,11Z))	42804.65605	70035.76732	56215.83444	33966.3415	59239.10062	83648.1218	58632.24284	60916.386	38106.10984	97684.14064	77859.04941	51671.2043	67647.86737	115042.3426	85969.59703	45407.48143	118456.7296	39487.99069	58299.08083	40359.70315	64086.5321	42674.76103	83307.43526	127225.4087	109974.3867	78309.01607	25483.875	3323.628	54589.36556	26835.85812	48230.7913	51100.03935	58699.31475	32495.14419	47970.78253	59720.02233	108090.2405	44052.43312	50948.87775
PC(16:0/20:3(5Z,8Z,11Z))	20699.30166	22119.01	28852.54984	37868.98723	27006.61549	87314.92213	41606.17515	32880.57923	19206.15185	73972.51884	51181.30394	29617.79426	36933.78736	85812.39588	91531.44562	38755.66475	27481.65062	31501.59893	81545.74867	30371.26264	34201.22855	19503.76247	42379.35375	59852.97865	43706.30723	52591.3025	75749.49867	15009.45632	26660.32544	23469.208	34149.147	27088.35025	27465.79531	16176.70177	13616.598	46068.68042	43147.37746	22424.89779	24177.04448
PC(16:0/20:3(5Z,8Z,11Z))	9991.175095	9938.878889	12544.77689	15050.06648	11612.59311	3053.166667	15121.122	24275.40169	10633.10887	21247.0095	12175.60292	15223.86124	14143.07788	27030.70963	15651.48194	10202.4923	14618.15078	13611.353	11425.89067	12758.68	31638.22193	6938.787625	12726.47291	26325.15695	18633.74333	16228.97067	15994.04133	14861.58442	12047.35279	14883.89358	71601.0652	14982.14634	12921.02172	8368.96855	13269.75403	3428.923667	15753.83472	102276.6854	11730.76146
PC(16:0/20:3(5Z,8Z,11Z))	51562.17773	62973.89083	66598.89807	42477.27943	73032.38069	91060.60505	133918.491	7046.188	45341.37883	143962.6527	89531.02928	59126.08937	47502.0744	254582.0154	67496.436	71024.53815	153430.0161	77055.828	156375.5459	56991.20465	235876.935	53084.75437	113035.6131	145169.0251	244513.245	20275.31175	425077.1666	40831.91424	64753.17857	77374.07538	97930.22183	67919.223	72561.62572	40417.19839	39531.77292	271238.3499	100801.3307	228637.743	45250.5048
PC(16:0/20:3(5Z,8Z,11Z))	16930.57488	23033.69888	23825.12413	9632.272875	20243.17295	39493.12866	41250.079	22939.83869	16161.42217	44574.30211	32908.21097	24250.72484	17135.789	59988.6	29494.22684	26648.9132	30112.19947	23118.84374	28370.26477	13037.66494	26897.43544	15270.43825	49905.10241	42676.86058	22870.74965	30945.39818	26695.94168	18264.6511	21380.3774	14275.308	26310.00612	15284.51607	23602.41147	13716.38674	14221.54611	43264.67565	36528.064	32151.78056	26914.77254
PC(16:0/20:3(5Z,8Z,11Z))	62440.56649	102255.733	81057.93363	201818.8044	120574.0356	210221.7554	194626.894	70926.7931	72130.29161	178086.8074	191968.777	77127.22487	165641.9741	245720.5335	178164.7948	128785.0678	147596.05	117859.2117	174118.6985	132431.852	124247.3929	101199.8346	196643.8724	186965.4968	136242.5316	247019.935	163886.8912	73347.59042	80580.76162	238075.82	146483.6228	9952.8	116951.6939	63953.79539	71625.01946	186764.7651	347135.0675	256171.4868	45413.27
PC(18:0/18:2(9Z,12Z))	38534.80321	62189.017	31444.99834	41631.8342	158607.2164	105160.812	266949.7151	91284.569	48095.33491	126918.575	108129.2818	58823.687	95742.91443	74005.0369	78069.88845	51641.54233	432827.8421	209718.9128	98951.39533	254489.0413	145843.5199	159734.613	57669.17195	93945.30252	74776.36373	50985.83241	86500.57865	108521.9856	53718.04761	126047.4964	75414.0105	106345.9418	156494.0539	118778.9355	46698.348	90979.71368	127379.3382	79484.43125	178306.2984
PC(18:0/18:2(9Z,12Z))	13288.82816	18479.92725	15186.59211	13168.09261	30395.53072	38247.50769	43884.96214	282141.5316	17613.3327	62292.56652	23752.22214	28933.44262	33633.46	31926.43788	54220.96093	20100.02517	118921.2789	44613.26783	41669.80042	19816.81744	31031.54412	49102.137	17340.43093	29037.5488	30854.06288	20164.54	35389.69469	21675.85714	13076.42877	54341.14923	24753.74233	50080.67522	27823.67277	70041.01162	17299.106	33814.78108	45785.99012	42683.59531	50005.79685
PC(18:0/18:2(9Z,12Z))	94947.95462	125653.6905	265350.8673	54503.26546	77261.43857	195772.8466	191881.284	79531.389	49544.69	113781.4035	99470.058	81621.98667	155367.3441	64118.12545	65503.32333	14768.76	676163.6441	170783.2852	80692.19269	149235.0499	131084.4589	80381.22898	128622.2957	93495.7088	106256.6075	54602.808	89990.08403	341516.643	69625.69413	84698.412	200230.6072	160234.9184	52563.60395	87434.82834	58525.41786	90090.37714	50542.05191	140581.7903	103886.2395
Plasmenyl-PC 38:6; PC(P-16:0/22:6)	22373.78883	20073.84378	20631.624	28515.71296	25413.60622	90910.22547	94434.76695	29635.056	49421.26293	27318.60682	21050.8455	27353.41158	23362.91344	35195.99859	6686.345625	22459.08597	8971.812188	17786.75297	34432.84291	23877.84771	23182.54461	20828.05388	18143.424	9321.203017	9673.848273	25117.36236	27498.83571	52580.8255	31250.98517	5175.040867	20019.225	19717.61993	29279.8744	22996.65347	28274.51118	45727.52157	43354.49243	19135.31307	11950.57093
PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/15:0)	17608.34855	16423.66702	21764.71415	28624.29758	20751.31346	23917.98	35443.52064	31016.14666	18790.85756	27103.854	20692.65314	25137.8205	20362.86333	26850.30376	9769.8015	17829.04091	24755.9886	20182.70222	20915.76541	16755.98321	21518.476	18877.342	18197.875	5239.219832	1886.095588	6771.993807	24043.65652	27896.86947	19409.1133	13314.48503	19004.02674	14182.78226	27605.5455	21279.54092	21084.06422	6353.94794	6412.263606	4147.052597	3174.380373
Plasmenyl-PC 38:5; PC(P-16:0/22:5)	17478.35938	15352.6126	14835.42336	11612.598	27094.26058	25405.80718	21833.66057	25041.23561	16369.94995	61712.28613	28581.85477	14263.33282	72115.74042	24860.20568	12528.03819	12477.10956	23837.043	22860.7432	21620.88423	11338.81647	18882.75682	50072.29362	16994.46495	20521.87628	19670.22018	31039.24504	17899.23415	39101.98033	16367.73565	17445.48082	5098.874667	20460.71702	18176.06903	15049.15467	12453.54495	23905.37014	24958.16465	18736.08442	22057.46275
Plasmenyl-PC 38:5; PC(P-16:0/22:5)	2837.203882	9271.953194	4483.7795	5222.575862	11342.84513	10670.51333	16037.0175	14893.89655	5494.713636	9110.896418	11196.52012	6576.507	9660.366041	8693.273333	7616.946333	6088.184182	9059.071385	4829.192857	10557.79843	3530.5144	6766.153333	7517.884696	5912.127	9318.283765	9133.894	14495.76386	10584.01787	7398.899861	5398.705936	6079.904857	9442.874959	10443.58392	6793.591685	9754.156071	5014.796	7941.601425	10243.46675	6577.065	7525.627826
